Pinyin_h,Chinese_h,English_h,Latin_h,CID
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,100005281
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,100014005
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,100011092
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,100001217
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,8417
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,931
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,6887
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,5281416
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,5281807
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,14350
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,5273569
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,92812
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,73386
LIE TI MU CENG KONG JUN.,,,Phellinus linteus,1217
LIVERWORT TYLIMANTHUS RENIFOLIUS,,,Tylimanthus renifolius,12079221
LIVERWORT TYLIMANTHUS RENIFOLIUS,,,Tylimanthus renifolius,15519737
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5872092
LONG KUI,龙葵,Black nightshade,Solanum nigrum,21573757
LONG KUI,龙葵,Black nightshade,Solanum nigrum,21573758
LONG KUI,龙葵,Black nightshade,Solanum nigrum,72
LONG KUI,龙葵,Black nightshade,Solanum nigrum,135
LONG KUI,龙葵,Black nightshade,Solanum nigrum,54732806
LONG KUI,龙葵,Black nightshade,Solanum nigrum,119247
LONG KUI,龙葵,Black nightshade,Solanum nigrum,54742561
LONG KUI,龙葵,Black nightshade,Solanum nigrum,52940117
LONG KUI,龙葵,Black nightshade,Solanum nigrum,53486205
LONG KUI,龙葵,Black nightshade,Solanum nigrum,24893536
LONG KUI,龙葵,Black nightshade,Solanum nigrum,44570740
LONG KUI,龙葵,Black nightshade,Solanum nigrum,11994876
LONG KUI,龙葵,Black nightshade,Solanum nigrum,102164240
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5867807
LONG KUI,龙葵,Black nightshade,Solanum nigrum,332425
LONG KUI,龙葵,Black nightshade,Solanum nigrum,52914864
LONG KUI,龙葵,Black nightshade,Solanum nigrum,18413781
LONG KUI,龙葵,Black nightshade,Solanum nigrum,17750970
LONG KUI,龙葵,Black nightshade,Solanum nigrum,11317614
LONG KUI,龙葵,Black nightshade,Solanum nigrum,46906036
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5458956
LONG KUI,龙葵,Black nightshade,Solanum nigrum,91746574
LONG KUI,龙葵,Black nightshade,Solanum nigrum,25244262
LONG KUI,龙葵,Black nightshade,Solanum nigrum,16083118
LONG KUI,龙葵,Black nightshade,Solanum nigrum,16083121
LONG KUI,龙葵,Black nightshade,Solanum nigrum,16083119
LONG KUI,龙葵,Black nightshade,Solanum nigrum,16083122
LONG KUI,龙葵,Black nightshade,Solanum nigrum,101408121
LONG KUI,龙葵,Black nightshade,Solanum nigrum,16083123
LONG KUI,龙葵,Black nightshade,Solanum nigrum,102492765
LONG KUI,龙葵,Black nightshade,Solanum nigrum,54605356
LONG KUI,龙葵,Black nightshade,Solanum nigrum,9932453
LONG KUI,龙葵,Black nightshade,Solanum nigrum,44584207
LONG KUI,龙葵,Black nightshade,Solanum nigrum,9942086
LONG KUI,龙葵,Black nightshade,Solanum nigrum,11085279
LONG KUI,龙葵,Black nightshade,Solanum nigrum,50930798
LONG KUI,龙葵,Black nightshade,Solanum nigrum,443023
LONG KUI,龙葵,Black nightshade,Solanum nigrum,54740428
LONG KUI,龙葵,Black nightshade,Solanum nigrum,45114619
LONG KUI,龙葵,Black nightshade,Solanum nigrum,49867942
LONG KUI,龙葵,Black nightshade,Solanum nigrum,162401
LONG KUI,龙葵,Black nightshade,Solanum nigrum,102058012
LONG KUI,龙葵,Black nightshade,Solanum nigrum,44566638
LONG KUI,龙葵,Black nightshade,Solanum nigrum,54742560
LONG KUI,龙葵,Black nightshade,Solanum nigrum,54690394
LONG KUI,龙葵,Black nightshade,Solanum nigrum,222284
LONG KUI,龙葵,Black nightshade,Solanum nigrum,102492766
LONG KUI,龙葵,Black nightshade,Solanum nigrum,102515426
LONG KUI,龙葵,Black nightshade,Solanum nigrum,73313119
LONG KUI,龙葵,Black nightshade,Solanum nigrum,115049
LONG KUI,龙葵,Black nightshade,Solanum nigrum,138113862
LONG KUI,龙葵,Black nightshade,Solanum nigrum,187
LONG KUI,龙葵,Black nightshade,Solanum nigrum,162823
LONG KUI,龙葵,Black nightshade,Solanum nigrum,60961
LONG KUI,龙葵,Black nightshade,Solanum nigrum,54670067
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5280489
LONG KUI,龙葵,Black nightshade,Solanum nigrum,442985
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5997
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5742590
LONG KUI,龙葵,Black nightshade,Solanum nigrum,137704703
LONG KUI,龙葵,Black nightshade,Solanum nigrum,100958774
LONG KUI,龙葵,Black nightshade,Solanum nigrum,354616
LONG KUI,龙葵,Black nightshade,Solanum nigrum,88708
LONG KUI,龙葵,Black nightshade,Solanum nigrum,750
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5317750
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5280804
LONG KUI,龙葵,Black nightshade,Solanum nigrum,90657624
LONG KUI,龙葵,Black nightshade,Solanum nigrum,6584
LONG KUI,龙葵,Black nightshade,Solanum nigrum,12366
LONG KUI,龙葵,Black nightshade,Solanum nigrum,21573751
LONG KUI,龙葵,Black nightshade,Solanum nigrum,445639
LONG KUI,龙葵,Black nightshade,Solanum nigrum,985
LONG KUI,龙葵,Black nightshade,Solanum nigrum,137705081
LONG KUI,龙葵,Black nightshade,Solanum nigrum,54675866
LONG KUI,龙葵,Black nightshade,Solanum nigrum,134279
LONG KUI,龙葵,Black nightshade,Solanum nigrum,441836
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5280343
LONG KUI,龙葵,Black nightshade,Solanum nigrum,90657242
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5280460
LONG KUI,龙葵,Black nightshade,Solanum nigrum,73611
LONG KUI,龙葵,Black nightshade,Solanum nigrum,65727
LONG KUI,龙葵,Black nightshade,Solanum nigrum,73419
LONG KUI,龙葵,Black nightshade,Solanum nigrum,137704740
LONG KUI,龙葵,Black nightshade,Solanum nigrum,137795219
LONG KUI,龙葵,Black nightshade,Solanum nigrum,156577
LONG KUI,龙葵,Black nightshade,Solanum nigrum,99516
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5280794
LONG KUI,龙葵,Black nightshade,Solanum nigrum,91871142
LONG KUI,龙葵,Black nightshade,Solanum nigrum,7163175
LONG KUI,龙葵,Black nightshade,Solanum nigrum,8468
LONG KUI,龙葵,Black nightshade,Solanum nigrum,445354
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5250
LONG KUI,龙葵,Black nightshade,Solanum nigrum,100067
LONG KUI,龙葵,Black nightshade,Solanum nigrum,73399
LONG KUI,龙葵,Black nightshade,Solanum nigrum,101988607
LONG KUI,龙葵,Black nightshade,Solanum nigrum,72722317
LONG KUI,龙葵,Black nightshade,Solanum nigrum,21573759
LONG KUI,龙葵,Black nightshade,Solanum nigrum,21604135
LONG KUI,龙葵,Black nightshade,Solanum nigrum,21582652
LONG KUI,龙葵,Black nightshade,Solanum nigrum,23304356
LONG KUI,龙葵,Black nightshade,Solanum nigrum,10820113
LONG KUI,龙葵,Black nightshade,Solanum nigrum,16083120
LONG KUI,龙葵,Black nightshade,Solanum nigrum,262500
LONG KUI,龙葵,Black nightshade,Solanum nigrum,21770333
LONG KUI,龙葵,Black nightshade,Solanum nigrum,10378565
LONG KUI,龙葵,Black nightshade,Solanum nigrum,12442871
LONG KUI,龙葵,Black nightshade,Solanum nigrum,12921
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5320834
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5281643
LONG KUI,龙葵,Black nightshade,Solanum nigrum,54675858
LONG KUI,龙葵,Black nightshade,Solanum nigrum,12304433
LONG KUI,龙葵,Black nightshade,Solanum nigrum,53399181
LONG KUI,龙葵,Black nightshade,Solanum nigrum,3032472
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5315629
LONG KUI,龙葵,Black nightshade,Solanum nigrum,70680623
LONG KUI,龙葵,Black nightshade,Solanum nigrum,442399
LONG KUI,龙葵,Black nightshade,Solanum nigrum,51035411
LONG KUI,龙葵,Black nightshade,Solanum nigrum,181681
LONG KUI,龙葵,Black nightshade,Solanum nigrum,751
LONG KUI,龙葵,Black nightshade,Solanum nigrum,65728
LONG KUI,龙葵,Black nightshade,Solanum nigrum,73614
LONG KUI,龙葵,Black nightshade,Solanum nigrum,91437
LONG KUI,龙葵,Black nightshade,Solanum nigrum,442402
LONG KUI,龙葵,Black nightshade,Solanum nigrum,442986
LONG KUI,龙葵,Black nightshade,Solanum nigrum,445355
LONG KUI,龙葵,Black nightshade,Solanum nigrum,5317756
LONG KUI,龙葵,Black nightshade,Solanum nigrum,100000072
LONG KUI,龙葵,Black nightshade,Solanum nigrum,100008468
LONG KUI,龙葵,Black nightshade,Solanum nigrum,6917803
LONG KUI,龙葵,Black nightshade,Solanum nigrum,100000573
LONG KUI,龙葵,Black nightshade,Solanum nigrum,99474
LONG KUI,龙葵,Black nightshade,Solanum nigrum,100011197
LONG KUI,龙葵,Black nightshade,Solanum nigrum,6453043
LONG KUI,龙葵,Black nightshade,Solanum nigrum,100073611
LONG KUI,龙葵,Black nightshade,Solanum nigrum,100000187
LONG KUI,龙葵,Black nightshade,Solanum nigrum,100014005
LONG KUI,龙葵,Black nightshade,Solanum nigrum,14005
LONG LI YE,龙脷叶,Aauropi folium,,14104
LONG LI YE,龙脷叶,Aauropi folium,,5369482
LONG LI YE,龙脷叶,Aauropi folium,,292285
LONG LI YE,龙脷叶,Aauropi folium,,21592275
LONG LI YE,龙脷叶,Aauropi folium,,11065379
LONG LI YE,龙脷叶,Aauropi folium,,10869933
LONG LI YE,龙脷叶,Aauropi folium,,11808409
LONG LI YE,龙脷叶,Aauropi folium,,5281417
LONG LI YE,龙脷叶,Aauropi folium,,7460
LONG LI YE,龙脷叶,Aauropi folium,,82227
LONG LI YE,龙脷叶,Aauropi folium,,240
LONG LI YE,龙脷叶,Aauropi folium,,11106485
LONG LI YE,龙脷叶,Aauropi folium,,14896
LONG LI YE,龙脷叶,Aauropi folium,,44630107
LONG LI YE,龙脷叶,Aauropi folium,,44630108
LONG LI YE,龙脷叶,Aauropi folium,,6616
LONG LI YE,龙脷叶,Aauropi folium,,10364
LONG LI YE,龙脷叶,Aauropi folium,,6604672
LONG LI YE,龙脷叶,Aauropi folium,,6992244
LONG LI YE,龙脷叶,Aauropi folium,,442101
LONG LI YE,龙脷叶,Aauropi folium,,643779
LONG LI YE,龙脷叶,Aauropi folium,,171810
LONG LI YE,龙脷叶,Aauropi folium,,8554
LONG LI YE,龙脷叶,Aauropi folium,,5318635
LONG LI YE,龙脷叶,Aauropi folium,,3314
LONG LI YE,龙脷叶,Aauropi folium,,119039
LONG LI YE,龙脷叶,Aauropi folium,,118701546
LONG LI YE,龙脷叶,Aauropi folium,,44259815
LONG LI YE,龙脷叶,Aauropi folium,,5317291
LONG LI YE,龙脷叶,Aauropi folium,,137705502
LONG LI YE,龙脷叶,Aauropi folium,,5281462
LONG LI YE,龙脷叶,Aauropi folium,,5273568
LONG LI YE,龙脷叶,Aauropi folium,,638011
LONG LI YE,龙脷叶,Aauropi folium,,24832062
LONG LI YE,龙脷叶,Aauropi folium,,11636
LONG LI YE,龙脷叶,Aauropi folium,,985
LONG LI YE,龙脷叶,Aauropi folium,,6184
LONG LI YE,龙脷叶,Aauropi folium,,8103
LONG LI YE,龙脷叶,Aauropi folium,,5281520
LONG LI YE,龙脷叶,Aauropi folium,,6549
LONG LI YE,龙脷叶,Aauropi folium,,111405
LONG LI YE,龙脷叶,Aauropi folium,,31253
LONG LI YE,龙脷叶,Aauropi folium,,61130
LONG LI YE,龙脷叶,Aauropi folium,,11241545
LONG LI YE,龙脷叶,Aauropi folium,,31289
LONG LI YE,龙脷叶,Aauropi folium,,637540
LONG LI YE,龙脷叶,Aauropi folium,,10955174
LONG LI YE,龙脷叶,Aauropi folium,,448496
LONG LI YE,龙脷叶,Aauropi folium,,7463
LONG LI YE,龙脷叶,Aauropi folium,,5366244
LONG LI YE,龙脷叶,Aauropi folium,,638015
LONG LI YE,龙脷叶,Aauropi folium,,6989
LONG LI YE,龙脷叶,Aauropi folium,,5281517
LONG LI YE,龙脷叶,Aauropi folium,,5354499
LONG LI YE,龙脷叶,Aauropi folium,,1810797
LONG LI YE,龙脷叶,Aauropi folium,,5318635
LONG LI YE,龙脷叶,Aauropi folium,,44134702
LONG LI YE,龙脷叶,Aauropi folium,,11975273
LONG LI YE,龙脷叶,Aauropi folium,,292285
LONG LI YE,龙脷叶,Aauropi folium,,16211025
LONG LI YE,龙脷叶,Aauropi folium,,14055767
LONG LI YE,龙脷叶,Aauropi folium,,5326436
LONG LI YE,龙脷叶,Aauropi folium,,21592275
LONG LI YE,龙脷叶,Aauropi folium,,20375919
LONG LI YE,龙脷叶,Aauropi folium,,44630107
LONG LI YE,龙脷叶,Aauropi folium,,11636
LONG LI YE,龙脷叶,Aauropi folium,,10384889
LONG LI YE,龙脷叶,Aauropi folium,,44259815
LONG LI YE,龙脷叶,Aauropi folium,,10920919
LONG LI YE,龙脷叶,Aauropi folium,,24838342
LONG LI YE,龙脷叶,Aauropi folium,,6376473
LONG LI YE,龙脷叶,Aauropi folium,,5088914
LONG LI YE,龙脷叶,Aauropi folium,,11241545
LONG LI YE,龙脷叶,Aauropi folium,,1549778
LONG LI YE,龙脷叶,Aauropi folium,,11301173
LONG LI YE,龙脷叶,Aauropi folium,,53628050
LONG LI YE,龙脷叶,Aauropi folium,,54708745
LONG LI YE,龙脷叶,Aauropi folium,,1711945
LONG LI YE,龙脷叶,Aauropi folium,,171810
LONG LI YE,龙脷叶,Aauropi folium,,6992244
LONG LI YE,龙脷叶,Aauropi folium,,7275751
LONG LI YE,龙脷叶,Aauropi folium,,5282108
LONG LI YE,龙脷叶,Aauropi folium,,5319379
LONG LI YE,龙脷叶,Aauropi folium,,45115091
LONG LI YE,龙脷叶,Aauropi folium,,111405
LONG LI YE,龙脷叶,Aauropi folium,,18413781
LONG LI YE,龙脷叶,Aauropi folium,,100055
LONG LI YE,龙脷叶,Aauropi folium,,11197481
LONG LI YE,龙脷叶,Aauropi folium,,53627517
LONG LI YE,龙脷叶,Aauropi folium,,5273569
LONG LI YE,龙脷叶,Aauropi folium,,95779
LONG LI YE,龙脷叶,Aauropi folium,,13240188
LONG LI YE,龙脷叶,Aauropi folium,,1201529
LONG LI YE,龙脷叶,Aauropi folium,,10977290
LONG LI YE,龙脷叶,Aauropi folium,,11065379
LONG LI YE,龙脷叶,Aauropi folium,,6989
LONG LI YE,龙脷叶,Aauropi folium,,638015
LONG LI YE,龙脷叶,Aauropi folium,,5369482
LONG LI YE,龙脷叶,Aauropi folium,,637540
LONG LI YE,龙脷叶,Aauropi folium,,10408
LONG LI YE,龙脷叶,Aauropi folium,,10869933
LONG LI YE,龙脷叶,Aauropi folium,,10080444
LONG LI YE,龙脷叶,Aauropi folium,,442531
LONG LI YE,龙脷叶,Aauropi folium,,5273568
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],101341
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],5317394
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],10373760
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],10102308
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],122738
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],10263440
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],49792009
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],10393794
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],21672436
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],9799062
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],50930798
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],70699355
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],10175330
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],137795506
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],13688748
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],5320536
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],11250133
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],97289691
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],5280459
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],14483070
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],91567
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],5280794
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],5320686
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],91572
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],122746
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],5280460
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],5280795
LONG YAN YE,龙眼叶,Longan leaf,Euphoria longan [syn.  dimocarpus longan],5320689
LU DE WEI HAO,,Western sage,Artemisia ludovicia,168722
LU DE WEI HAO,,Western sage,Artemisia ludovicia,94253
LU DE WEI HAO,,Western sage,Artemisia ludovicia,9816345
LU DE WEI HAO,,Western sage,Artemisia ludovicia,91872501
LU DE WEI HAO,,Western sage,Artemisia ludovicia,619337
LU DE WEI HAO,,Western sage,Artemisia ludovicia,211707
LU DE WEI HAO,,Western sage,Artemisia ludovicia,211935
LU GAN SHI,炉甘石,Calamine,Calami,516889
LU GAN SHI,炉甘石,Calamine,Calami,91886425
LU GAN SHI,炉甘石,Calamine,Calami,11955398
LU GAN SHI,炉甘石,Calamine,Calami,19005
LU GAN SHI,炉甘石,Calamine,Calami,14806
LU GAN SHI,炉甘石,Calamine,Calami,10112
LU GAN SHI,炉甘石,Calamine,Calami,61833
LU GAN SHI,炉甘石,Calamine,Calami,91808920
LU GAN SHI,炉甘石,Calamine,Calami,493570
LU GAN SHI,炉甘石,Calamine,Calami,19009
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],5317343
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],5318035
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],70692466
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],10133609
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],11972367
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],11968379
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],102242710
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],158096
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],10207
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],44237202
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],9871996
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],5317680
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],12305761
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],46173997
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],46173998
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],10731
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],51051617
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],15056832
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],5315645
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],5315646
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],2969
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],10419159
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],46840178
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],5315843
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],24867638
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],5315852
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],25202643
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],10465
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],71718229
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],441478
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],97560
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],24893490
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],520159
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],11968593
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],5318083
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],11972379
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],102154177
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],11968633
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],101937309
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],612
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],5318915
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],44144458
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],5319195
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],24749
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],439680
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],9840292
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],637542
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],13615306
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],439710
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],6603986
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],53399169
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],6325934
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],612736
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],10915582
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],53301851
LU HUI,芦荟,"Kulaso aloe dried juice equivalent plant:  aloe ferox,  aloe vera  var  chinensis",Aloe vera [syn.  aloe barbadensis],9986231
